; Units;Ag Compound;Ag Compound Error;Ag Compound Level;Ag Concentration;Ag Error 1s;As Compound;As Compound Error;As Compound Level;As Concentration;As Error 1s;Ba Compound;Ba Compound Error;Ba Compound Level;Ba Concentration;Ba Error 1s;Bi Compound;Bi Compound Error;Bi Compound Level;Bi Concentration;Bi Error 1s;Ca Compound;Ca Compound Error;Ca Compound Level;Ca Concentration;Ca Error 1s;Cd Compound;Cd Compound Error;Cd Compound Level;Cd Concentration;Cd Error 1s;Ce Compound;Ce Compound Error;Ce Compound Level;Ce Concentration;Ce Error 1s;Co Compound;Co Compound Error;Co Compound Level;Co Concentration;Co Error 1s;Collimation Status;Cr Compound;Cr Compound Error;Cr Compound Level;Cr Concentration;Cr Error 1s;Cu Compound;Cu Compound Error;Cu Compound Level;Cu Concentration;Cu Error 1s;Date;Fe Compound;Fe Compound Error;Fe Compound Level;Fe Concentration;Fe Error 1s;Hg Compound;Hg Compound Error;Hg Compound Level;Hg Concentration;Hg Error 1s;Instrument Serial Num;K Compound;K Compound Error;K Compound Level;K Concentration;K Error 1s;La Compound;La Compound Error;La Compound Level;La Concentration;La Error 1s;Latitude;Longitude;Method Name;Mn Compound;Mn Compound Error;Mn Compound Level;Mn Concentration;Mn Error 1s;Mo Compound;Mo Compound Error;Mo Compound Level;Mo Concentration;Mo Error 1s;Nb Compound;Nb Compound Error;Nb Compound Level;Nb Concentration;Nb Error 1s;Nd Compound;Nd Compound Error;Nd Compound Level;Nd Concentration;Nd Error 1s;Ni Compound;Ni Compound Error;Ni Compound Level;Ni Concentration;Ni Error 1s;P Compound;P Compound Error;P Compound Level;P Concentration;P Error 1s;Pb Compound;Pb Compound Error;Pb Compound Level;Pb Concentration;Pb Error 1s;Pr Compound;Pr Compound Error;Pr Compound Level;Pr Concentration;Pr Error 1s;Rb Compound;Rb Compound Error;Rb Compound Level;Rb Concentration;Rb Error 1s;Reading #;S Compound;S Compound Error;S Compound Level;S Concentration;S Error 1s;Sb Compound;Sb Compound Error;Sb Compound Level;Sb Concentration;Sb Error 1s;Se Compound;Se Compound Error;Se Compound Level;Se Concentration;Se Error 1s;Sn Compound;Sn Compound Error;Sn Compound Level;Sn Concentration;Sn Error 1s;Sr Compound;Sr Compound Error;Sr Compound Level;Sr Concentration;Sr Error 1s;Ta Compound;Ta Compound Error;Ta Compound Level;Ta Concentration;Ta Error 1s;Test Label;Th Compound;Th Compound Error;Th Compound Level;Th Concentration;Th Error 1s;Ti Compound;Ti Compound Error;Ti Compound Level;Ti Concentration;Ti Error 1s;Time;U Compound;U Compound Error;U Compound Level;U Concentration;U Error 1s;Unnamed: 0;Unnamed: 11;Unnamed: 12;Unnamed: 177;Unnamed: 197;User Factor Name;V Compound;V Compound Error;V Compound Level;V Concentration;V Error 1s;W Compound;W Compound Error;W Compound Level;W Concentration;W Error 1s;Y Compound;Y Compound Error;Y Compound Level;Y Concentration;Y Error 1s;Zn Compound;Zn Compound Error;Zn Compound Level;Zn Concentration;Zn Error 1s;Zr Compound;Zr Compound Error;Zr Compound Level;Zr Concentration;Zr Error 1s;info
4;ppm;;;;1.0;1.0;;;;9.0;1.0;;;;201.0;8.0;;;;10.0;1.0;;;;17436.0;51.0;;;;-1.0;1.0;;;;54.0;31.0;;;;43.0;7.0;No;;;;66.0;1.0;;;;14.0;1.0;23/05/2019;;;;18266.0;46.0;;;;1.0;1.0;801305;;;;16759.0;58.0;;;;16.0;16.0;;;Soil;;;;251.0;2.0;;;;-1.0;1.0;;;;9.0;1.0;;;;-372.0;101.0;;;;24.0;2.0;;;;2288.0;309.0;;;;20.0;1.0;;;;-183.0;42.0;;;;78.0;1.0;6;;;;405.0;35.0;;;;0.0;2.0;;;;0.0;0.0;;;;4.0;2.0;;;;91.0;2.0;;;;8.0;5.0;6;;;;6.0;2.0;;;;2804.0;10.0;10:46:39;;;;3.0;1.0;0;;;;;;;;;49.0;1.0;;;;2.0;1.0;;;;18.0;1.0;;;;62.0;1.0;;;;278.0;3.0;MW_4
5;ppm;;;;-1.0;1.0;;;;6.0;1.0;;;;165.0;8.0;;;;5.0;1.0;;;;36784.0;95.0;;;;0.0;1.0;;;;19.0;32.0;;;;29.0;6.0;No;;;;40.0;1.0;;;;12.0;1.0;23/05/2019;;;;11869.0;34.0;;;;1.0;1.0;801305;;;;13058.0;49.0;;;;-33.0;17.0;;;Soil;;;;216.0;2.0;;;;0.0;1.0;;;;7.0;1.0;;;;-209.0;104.0;;;;14.0;2.0;;;;1418.0;372.0;;;;17.0;1.0;;;;-109.0;43.0;;;;61.0;0.0;7;;;;531.0;39.0;;;;2.0;2.0;;;;0.0;0.0;;;;0.0;2.0;;;;127.0;3.0;;;;1.0;5.0;7;;;;4.0;2.0;;;;1761.0;8.0;10:50:42;;;;0.0;1.0;0;;;;;;;;;34.0;1.0;;;;1.0;1.0;;;;13.0;1.0;;;;48.0;1.0;;;;234.0;3.0;MW_5
11;ppm;;;;-1.0;1.0;;;;10.0;1.0;;;;178.0;8.0;;;;10.0;1.0;;;;23736.0;66.0;;;;-1.0;1.0;;;;61.0;31.0;;;;50.0;8.0;No;;;;74.0;1.0;;;;9.0;1.0;23/05/2019;;;;20730.0;53.0;;;;2.0;1.0;801305;;;;17538.0;61.0;;;;41.0;16.0;;;Soil;;;;221.0;2.0;;;;1.0;1.0;;;;10.0;1.0;;;;-178.0;103.0;;;;25.0;2.0;;;;1462.0;337.0;;;;19.0;1.0;;;;-207.0;43.0;;;;84.0;1.0;13;;;;372.0;38.0;;;;2.0;2.0;;;;1.0;0.0;;;;1.0;2.0;;;;104.0;2.0;;;;18.0;5.0;13;;;;8.0;2.0;;;;2833.0;11.0;11:01:17;;;;2.0;1.0;0;;;;;;;;;53.0;1.0;;;;4.0;1.0;;;;22.0;1.0;;;;56.0;1.0;;;;281.0;3.0;MW_7
12;ppm;;;;2.0;1.0;;;;5.0;0.0;;;;178.0;8.0;;;;8.0;1.0;;;;40486.0;102.0;;;;1.0;1.0;;;;90.0;32.0;;;;25.0;6.0;No;;;;43.0;1.0;;;;13.0;1.0;23/05/2019;;;;11225.0;33.0;;;;1.0;1.0;801305;;;;13328.0;49.0;;;;13.0;17.0;;;Soil;;;;219.0;2.0;;;;-1.0;1.0;;;;7.0;1.0;;;;-114.0;106.0;;;;16.0;2.0;;;;3188.0;395.0;;;;16.0;1.0;;;;-202.0;44.0;;;;57.0;0.0;14;;;;527.0;39.0;;;;1.0;2.0;;;;0.0;0.0;;;;3.0;2.0;;;;139.0;3.0;;;;7.0;5.0;14;;;;2.0;2.0;;;;1933.0;8.0;11:05:47;;;;2.0;1.0;0;;;;;;;;;33.0;1.0;;;;2.0;1.0;;;;16.0;1.0;;;;51.0;1.0;;;;251.0;3.0;MW_8
13;ppm;;;;-1.0;1.0;;;;10.0;1.0;;;;191.0;8.0;;;;10.0;1.0;;;;25233.0;69.0;;;;0.0;1.0;;;;44.0;31.0;;;;33.0;7.0;No;;;;60.0;1.0;;;;14.0;1.0;23/05/2019;;;;19022.0;49.0;;;;1.0;1.0;801305;;;;16298.0;57.0;;;;35.0;16.0;;;Soil;;;;280.0;2.0;;;;-2.0;1.0;;;;10.0;1.0;;;;-118.0;103.0;;;;19.0;2.0;;;;1916.0;342.0;;;;20.0;1.0;;;;-108.0;43.0;;;;77.0;1.0;15;;;;683.0;40.0;;;;-3.0;2.0;;;;0.0;0.0;;;;-2.0;2.0;;;;107.0;2.0;;;;5.0;5.0;15;;;;8.0;2.0;;;;2629.0;10.0;11:09:29;;;;3.0;1.0;0;;;;;;;;;47.0;1.0;;;;0.0;1.0;;;;19.0;1.0;;;;58.0;1.0;;;;268.0;3.0;MW_9
14;ppm;;;;0.0;1.0;;;;4.0;0.0;;;;171.0;8.0;;;;5.0;1.0;;;;50357.0;123.0;;;;-2.0;1.0;;;;89.0;32.0;;;;24.0;5.0;No;;;;29.0;1.0;;;;11.0;1.0;23/05/2019;;;;8367.0;27.0;;;;2.0;1.0;801305;;;;11406.0;44.0;;;;28.0;17.0;;;Soil;;;;180.0;2.0;;;;-1.0;1.0;;;;6.0;1.0;;;;-105.0;105.0;;;;15.0;2.0;;;;2935.0;422.0;;;;13.0;1.0;;;;-145.0;44.0;;;;49.0;0.0;16;;;;392.0;39.0;;;;3.0;2.0;;;;0.0;0.0;;;;7.0;2.0;;;;151.0;3.0;;;;11.0;5.0;16;;;;4.0;2.0;;;;1298.0;6.0;11:13:23;;;;2.0;1.0;0;;;;;;;;;27.0;1.0;;;;2.0;1.0;;;;11.0;1.0;;;;41.0;1.0;;;;199.0;3.0;MW_10
15;ppm;;;;-1.0;1.0;;;;8.0;1.0;;;;185.0;8.0;;;;10.0;1.0;;;;26003.0;69.0;;;;0.0;1.0;;;;114.0;31.0;;;;32.0;6.0;No;;;;48.0;1.0;;;;12.0;1.0;23/05/2019;;;;14580.0;39.0;;;;1.0;1.0;801305;;;;15032.0;53.0;;;;17.0;16.0;;;Soil;;;;211.0;2.0;;;;0.0;1.0;;;;8.0;1.0;;;;-56.0;103.0;;;;19.0;2.0;;;;2843.0;341.0;;;;15.0;1.0;;;;-149.0;43.0;;;;67.0;0.0;17;;;;425.0;36.0;;;;4.0;2.0;;;;0.0;0.0;;;;7.0;2.0;;;;99.0;2.0;;;;16.0;5.0;17;;;;5.0;2.0;;;;2262.0;9.0;11:17:06;;;;2.0;1.0;0;;;;;;;;;41.0;1.0;;;;2.0;1.0;;;;17.0;1.0;;;;50.0;1.0;;;;266.0;3.0;MW_11
16;ppm;;;;1.0;1.0;;;;10.0;1.0;;;;194.0;8.0;;;;11.0;2.0;;;;24768.0;70.0;;;;1.0;1.0;;;;74.0;32.0;;;;71.0;8.0;No;;;;72.0;1.0;;;;15.0;1.0;23/05/2019;;;;21734.0;56.0;;;;2.0;1.0;801305;;;;18132.0;64.0;;;;13.0;17.0;;;Soil;;;;243.0;2.0;;;;0.0;1.0;;;;10.0;1.0;;;;-310.0;106.0;;;;26.0;2.0;;;;1586.0;352.0;;;;18.0;1.0;;;;-196.0;44.0;;;;88.0;1.0;18;;;;407.0;39.0;;;;2.0;2.0;;;;0.0;0.0;;;;4.0;2.0;;;;102.0;2.0;;;;13.0;5.0;18;;;;7.0;2.0;;;;3061.0;11.0;11:20:49;;;;2.0;1.0;0;;;;;;;;;56.0;1.0;;;;3.0;1.0;;;;21.0;1.0;;;;61.0;1.0;;;;262.0;3.0;MW_12
17;ppm;;;;0.0;1.0;;;;5.0;0.0;;;;171.0;8.0;;;;5.0;1.0;;;;52001.0;127.0;;;;-1.0;1.0;;;;119.0;32.0;;;;17.0;5.0;No;;;;36.0;1.0;;;;12.0;1.0;23/05/2019;;;;9986.0;30.0;;;;1.0;1.0;801305;;;;11931.0;46.0;;;;24.0;17.0;;;Soil;;;;193.0;2.0;;;;0.0;1.0;;;;6.0;1.0;;;;-266.0;107.0;;;;11.0;2.0;;;;3248.0;432.0;;;;14.0;1.0;;;;-171.0;44.0;;;;53.0;0.0;19;;;;410.0;40.0;;;;3.0;3.0;;;;0.0;0.0;;;;5.0;2.0;;;;163.0;3.0;;;;11.0;5.0;19;;;;8.0;2.0;;;;1619.0;7.0;11:24:34;;;;0.0;1.0;0;;;;;;;;;27.0;1.0;;;;2.0;1.0;;;;16.0;1.0;;;;45.0;1.0;;;;239.0;3.0;MW_13
18;ppm;;;;-1.0;1.0;;;;4.0;0.0;;;;177.0;8.0;;;;7.0;1.0;;;;35245.0;90.0;;;;0.0;1.0;;;;67.0;31.0;;;;17.0;6.0;No;;;;48.0;1.0;;;;12.0;1.0;23/05/2019;;;;12332.0;35.0;;;;2.0;1.0;801305;;;;14261.0;51.0;;;;37.0;16.0;;;Soil;;;;194.0;2.0;;;;0.0;1.0;;;;7.0;1.0;;;;-255.0;103.0;;;;16.0;2.0;;;;2084.0;368.0;;;;16.0;1.0;;;;-126.0;43.0;;;;64.0;0.0;20;;;;380.0;37.0;;;;-2.0;2.0;;;;0.0;0.0;;;;5.0;2.0;;;;115.0;2.0;;;;10.0;5.0;20;;;;7.0;2.0;;;;2108.0;8.0;11:28:21;;;;3.0;1.0;0;;;;;;;;;37.0;1.0;;;;2.0;1.0;;;;17.0;1.0;;;;46.0;1.0;;;;260.0;3.0;MW_14
19;ppm;;;;-1.0;1.0;;;;4.0;0.0;;;;158.0;8.0;;;;6.0;1.0;;;;51420.0;126.0;;;;1.0;1.0;;;;59.0;33.0;;;;19.0;5.0;No;;;;31.0;1.0;;;;13.0;1.0;23/05/2019;;;;9392.0;29.0;;;;2.0;1.0;801305;;;;11116.0;44.0;;;;8.0;18.0;;;Soil;;;;185.0;2.0;;;;-1.0;1.0;;;;7.0;1.0;;;;-82.0;109.0;;;;9.0;2.0;;;;2852.0;426.0;;;;13.0;1.0;;;;-140.0;45.0;;;;51.0;0.0;21;;;;445.0;40.0;;;;-3.0;3.0;;;;0.0;0.0;;;;-1.0;3.0;;;;167.0;3.0;;;;2.0;5.0;21;;;;6.0;2.0;;;;1476.0;7.0;11:32:28;;;;1.0;2.0;0;;;;;;;;;26.0;1.0;;;;1.0;1.0;;;;14.0;1.0;;;;43.0;1.0;;;;262.0;3.0;MW_15
20;ppm;;;;0.0;1.0;;;;3.0;0.0;;;;181.0;8.0;;;;7.0;1.0;;;;50930.0;121.0;;;;1.0;1.0;;;;50.0;31.0;;;;16.0;5.0;No;;;;39.0;1.0;;;;10.0;1.0;23/05/2019;;;;7793.0;25.0;;;;1.0;1.0;801305;;;;11210.0;43.0;;;;27.0;16.0;;;Soil;;;;177.0;1.0;;;;-1.0;1.0;;;;5.0;1.0;;;;-167.0;103.0;;;;15.0;2.0;;;;3176.0;415.0;;;;13.0;1.0;;;;-97.0;43.0;;;;47.0;0.0;22;;;;390.0;38.0;;;;5.0;2.0;;;;0.0;0.0;;;;6.0;2.0;;;;162.0;3.0;;;;20.0;5.0;22;;;;3.0;2.0;;;;1323.0;6.0;11:36:26;;;;2.0;1.0;0;;;;;;;;;23.0;1.0;;;;2.0;1.0;;;;12.0;1.0;;;;38.0;1.0;;;;240.0;3.0;MW_16
21;ppm;;;;1.0;1.0;;;;12.0;1.0;;;;208.0;8.0;;;;12.0;1.0;;;;21859.0;62.0;;;;0.0;1.0;;;;170.0;32.0;;;;57.0;8.0;No;;;;69.0;1.0;;;;14.0;1.0;23/05/2019;;;;21966.0;55.0;;;;2.0;1.0;801305;;;;17691.0;61.0;;;;17.0;16.0;;;Soil;;;;242.0;2.0;;;;-2.0;1.0;;;;11.0;1.0;;;;-263.0;105.0;;;;27.0;2.0;;;;1183.0;328.0;;;;19.0;1.0;;;;-184.0;43.0;;;;89.0;1.0;23;;;;454.0;38.0;;;;5.0;2.0;;;;0.0;0.0;;;;6.0;2.0;;;;103.0;2.0;;;;23.0;5.0;23;;;;7.0;2.0;;;;3085.0;11.0;11:40:10;;;;4.0;1.0;0;;;;;;;;;55.0;1.0;;;;4.0;1.0;;;;21.0;1.0;;;;60.0;1.0;;;;260.0;3.0;MW_17
22;ppm;;;;0.0;1.0;;;;4.0;0.0;;;;185.0;8.0;;;;7.0;1.0;;;;50060.0;120.0;;;;0.0;1.0;;;;32.0;31.0;;;;23.0;5.0;No;;;;30.0;1.0;;;;12.0;1.0;23/05/2019;;;;9767.0;29.0;;;;1.0;1.0;801305;;;;12694.0;47.0;;;;36.0;16.0;;;Soil;;;;205.0;2.0;;;;1.0;1.0;;;;6.0;1.0;;;;-264.0;104.0;;;;16.0;2.0;;;;3382.0;418.0;;;;14.0;1.0;;;;-119.0;43.0;;;;54.0;0.0;24;;;;426.0;39.0;;;;5.0;2.0;;;;0.0;0.0;;;;2.0;2.0;;;;157.0;3.0;;;;18.0;5.0;24;;;;5.0;2.0;;;;1623.0;7.0;11:44:02;;;;2.0;1.0;0;;;;;;;;;29.0;1.0;;;;2.0;1.0;;;;15.0;1.0;;;;47.0;1.0;;;;264.0;3.0;MW_18
23;ppm;;;;2.0;1.0;;;;11.0;1.0;;;;199.0;8.0;;;;6.0;2.0;;;;20029.0;58.0;;;;1.0;1.0;;;;59.0;32.0;;;;61.0;8.0;No;;;;68.0;1.0;;;;13.0;1.0;23/05/2019;;;;22274.0;57.0;;;;2.0;1.0;801305;;;;17378.0;61.0;;;;24.0;17.0;;;Soil;;;;235.0;2.0;;;;-1.0;1.0;;;;9.0;1.0;;;;-132.0;107.0;;;;24.0;2.0;;;;1207.0;323.0;;;;20.0;1.0;;;;-186.0;44.0;;;;88.0;1.0;25;;;;578.0;39.0;;;;2.0;2.0;;;;0.0;0.0;;;;2.0;2.0;;;;104.0;2.0;;;;22.0;5.0;25;;;;9.0;2.0;;;;2981.0;11.0;11:47:54;;;;4.0;2.0;0;;;;;;;;;52.0;1.0;;;;2.0;1.0;;;;23.0;1.0;;;;63.0;1.0;;;;263.0;3.0;MW_19
24;ppm;;;;1.0;1.0;;;;7.0;1.0;;;;161.0;8.0;;;;11.0;1.0;;;;53861.0;134.0;;;;0.0;1.0;;;;88.0;32.0;;;;36.0;7.0;No;;;;53.0;1.0;;;;15.0;1.0;23/05/2019;;;;16560.0;45.0;;;;1.0;1.0;801305;;;;16284.0;57.0;;;;23.0;17.0;;;Soil;;;;233.0;2.0;;;;-3.0;1.0;;;;8.0;1.0;;;;13.0;105.0;;;;21.0;2.0;;;;1574.0;443.0;;;;17.0;1.0;;;;-115.0;43.0;;;;74.0;1.0;26;;;;697.0;45.0;;;;1.0;2.0;;;;0.0;0.0;;;;0.0;2.0;;;;153.0;3.0;;;;11.0;5.0;26;;;;7.0;2.0;;;;2394.0;9.0;11:51:35;;;;4.0;2.0;0;;;;;;;;;42.0;1.0;;;;1.0;1.0;;;;19.0;1.0;;;;53.0;1.0;;;;274.0;3.0;MW_20
14;ppm;;;;2.0;1.0;;;;7.0;1.0;;;;259.0;9.0;;;;11.0;2.0;;;;4707.0;21.0;;;;-1.0;1.0;;;;76.0;33.0;;;;67.0;7.0;No;;;;63.0;1.0;;;;21.0;1.0;16/05/2019;;;;15380.0;42.0;;;;1.0;1.0;801305;;;;13693.0;50.0;;;;13.0;17.0;;;Soil;;;;370.0;2.0;;;;0.0;2.0;;;;12.0;1.0;;;;91.0;108.0;;;;21.0;2.0;;;;1820.0;227.0;;;;25.0;1.0;;;;-175.0;45.0;;;;66.0;1.0;16;;;;280.0;29.0;;;;5.0;3.0;;;;0.0;0.0;;;;9.0;2.0;;;;86.0;2.0;;;;20.0;5.0;16;;;;7.0;2.0;;;;3343.0;12.0;11:31:08;;;;4.0;2.0;0;;;;;;;;;45.0;1.0;;;;4.0;1.0;;;;29.0;1.0;;;;67.0;1.0;;;;654.0;6.0;ST_1
15;ppm;;;;2.0;1.0;;;;7.0;1.0;;;;254.0;8.0;;;;10.0;2.0;;;;4093.0;19.0;;;;1.0;1.0;;;;101.0;32.0;;;;46.0;7.0;No;;;;55.0;1.0;;;;24.0;1.0;16/05/2019;;;;14494.0;40.0;;;;3.0;1.0;801305;;;;13948.0;50.0;;;;16.0;17.0;;;Soil;;;;420.0;2.0;;;;-1.0;2.0;;;;13.0;1.0;;;;-170.0;105.0;;;;20.0;2.0;;;;2019.0;221.0;;;;29.0;1.0;;;;-234.0;44.0;;;;68.0;1.0;17;;;;275.0;28.0;;;;-4.0;3.0;;;;0.0;0.0;;;;7.0;2.0;;;;86.0;2.0;;;;18.0;5.0;17;;;;8.0;2.0;;;;3314.0;11.0;11:39:07;;;;5.0;2.0;0;;;;;;;;;45.0;1.0;;;;3.0;1.0;;;;29.0;1.0;;;;77.0;1.0;;;;615.0;6.0;ST_2
16;ppm;;;;0.0;1.0;;;;8.0;1.0;;;;257.0;8.0;;;;11.0;1.0;;;;4459.0;20.0;;;;-2.0;1.0;;;;127.0;31.0;;;;55.0;7.0;No;;;;77.0;1.0;;;;24.0;1.0;16/05/2019;;;;15043.0;40.0;;;;1.0;1.0;801305;;;;14863.0;52.0;;;;49.0;16.0;;;Soil;;;;372.0;2.0;;;;-1.0;2.0;;;;12.0;1.0;;;;-214.0;102.0;;;;21.0;2.0;;;;2193.0;226.0;;;;23.0;1.0;;;;-161.0;42.0;;;;67.0;1.0;18;;;;318.0;29.0;;;;-2.0;2.0;;;;0.0;0.0;;;;2.0;2.0;;;;85.0;2.0;;;;12.0;5.0;18;;;;8.0;2.0;;;;3190.0;11.0;11:43:36;;;;4.0;1.0;0;;;;;;;;;49.0;1.0;;;;4.0;1.0;;;;27.0;1.0;;;;65.0;1.0;;;;609.0;6.0;ST_3
17;ppm;;;;1.0;1.0;;;;8.0;1.0;;;;249.0;8.0;;;;15.0;1.0;;;;4422.0;20.0;;;;0.0;1.0;;;;103.0;31.0;;;;51.0;7.0;No;;;;92.0;1.0;;;;24.0;1.0;16/05/2019;;;;14953.0;40.0;;;;1.0;1.0;801305;;;;14659.0;51.0;;;;19.0;16.0;;;Soil;;;;392.0;2.0;;;;2.0;2.0;;;;13.0;1.0;;;;-190.0;102.0;;;;24.0;2.0;;;;2560.0;229.0;;;;25.0;1.0;;;;-157.0;42.0;;;;66.0;0.0;19;;;;288.0;29.0;;;;2.0;2.0;;;;0.0;0.0;;;;4.0;2.0;;;;89.0;2.0;;;;27.0;5.0;19;;;;8.0;2.0;;;;3416.0;11.0;11:48:53;;;;2.0;1.0;0;;;;;;;;;49.0;1.0;;;;3.0;1.0;;;;30.0;1.0;;;;73.0;1.0;;;;625.0;6.0;ST_4
18;ppm;;;;-1.0;1.0;;;;9.0;1.0;;;;261.0;8.0;;;;15.0;2.0;;;;4217.0;20.0;;;;0.0;1.0;;;;71.0;32.0;;;;58.0;7.0;No;;;;69.0;1.0;;;;26.0;1.0;16/05/2019;;;;15544.0;42.0;;;;2.0;1.0;801305;;;;13987.0;50.0;;;;14.0;17.0;;;Soil;;;;402.0;2.0;;;;1.0;2.0;;;;14.0;1.0;;;;-200.0;106.0;;;;22.0;2.0;;;;1969.0;224.0;;;;25.0;1.0;;;;-220.0;44.0;;;;67.0;1.0;20;;;;222.0;28.0;;;;5.0;3.0;;;;0.0;0.0;;;;4.0;2.0;;;;93.0;2.0;;;;20.0;5.0;20;;;;7.0;2.0;;;;3201.0;11.0;11:53:55;;;;2.0;1.0;0;;;;;;;;;46.0;1.0;;;;5.0;1.0;;;;33.0;1.0;;;;67.0;1.0;;;;668.0;6.0;ST_5
19;ppm;;;;-1.0;1.0;;;;7.0;1.0;;;;251.0;8.0;;;;14.0;1.0;;;;3873.0;19.0;;;;1.0;1.0;;;;127.0;32.0;;;;60.0;6.0;No;;;;64.0;1.0;;;;22.0;1.0;16/05/2019;;;;13654.0;37.0;;;;1.0;1.0;801305;;;;14120.0;50.0;;;;75.0;17.0;;;Soil;;;;368.0;2.0;;;;0.0;2.0;;;;14.0;1.0;;;;-66.0;105.0;;;;23.0;2.0;;;;1698.0;211.0;;;;26.0;1.0;;;;-198.0;43.0;;;;65.0;0.0;21;;;;289.0;28.0;;;;0.0;2.0;;;;0.0;0.0;;;;4.0;2.0;;;;92.0;2.0;;;;10.0;5.0;21;;;;7.0;2.0;;;;3247.0;11.0;11:57:51;;;;5.0;1.0;0;;;;;;;;;47.0;1.0;;;;6.0;1.0;;;;29.0;1.0;;;;61.0;1.0;;;;668.0;6.0;ST_6
20;ppm;;;;3.0;1.0;;;;7.0;1.0;;;;247.0;8.0;;;;12.0;2.0;;;;3715.0;18.0;;;;0.0;1.0;;;;41.0;32.0;;;;56.0;7.0;No;;;;59.0;1.0;;;;25.0;1.0;16/05/2019;;;;14793.0;41.0;;;;3.0;1.0;801305;;;;13564.0;49.0;;;;-16.0;17.0;;;Soil;;;;356.0;2.0;;;;-1.0;2.0;;;;13.0;1.0;;;;-388.0;107.0;;;;21.0;2.0;;;;1964.0;218.0;;;;26.0;1.0;;;;-222.0;44.0;;;;67.0;1.0;22;;;;244.0;28.0;;;;3.0;3.0;;;;0.0;0.0;;;;4.0;2.0;;;;92.0;2.0;;;;10.0;5.0;22;;;;6.0;2.0;;;;3319.0;11.0;12:03:52;;;;3.0;1.0;0;;;;;;;;;44.0;1.0;;;;2.0;1.0;;;;28.0;1.0;;;;67.0;1.0;;;;656.0;6.0;ST_7
21;ppm;;;;1.0;1.0;;;;7.0;1.0;;;;250.0;8.0;;;;17.0;1.0;;;;4027.0;19.0;;;;3.0;1.0;;;;80.0;31.0;;;;67.0;6.0;No;;;;72.0;1.0;;;;25.0;1.0;16/05/2019;;;;13843.0;38.0;;;;1.0;1.0;801305;;;;13987.0;49.0;;;;25.0;16.0;;;Soil;;;;339.0;2.0;;;;1.0;2.0;;;;13.0;1.0;;;;-257.0;104.0;;;;17.0;2.0;;;;1978.0;215.0;;;;24.0;1.0;;;;-189.0;43.0;;;;65.0;0.0;23;;;;254.0;27.0;;;;2.0;2.0;;;;0.0;0.0;;;;3.0;2.0;;;;90.0;2.0;;;;20.0;5.0;23;;;;9.0;2.0;;;;3340.0;11.0;12:07:57;;;;6.0;2.0;0;;;;;;;;;46.0;1.0;;;;2.0;1.0;;;;29.0;1.0;;;;63.0;1.0;;;;669.0;6.0;ST_8
22;ppm;;;;2.0;1.0;;;;8.0;1.0;;;;253.0;8.0;;;;15.0;1.0;;;;4178.0;19.0;;;;1.0;1.0;;;;110.0;31.0;;;;47.0;6.0;No;;;;59.0;1.0;;;;25.0;1.0;16/05/2019;;;;13930.0;38.0;;;;2.0;1.0;801305;;;;14413.0;50.0;;;;30.0;16.0;;;Soil;;;;367.0;2.0;;;;-1.0;2.0;;;;13.0;1.0;;;;-315.0;103.0;;;;21.0;2.0;;;;2187.0;219.0;;;;28.0;1.0;;;;-230.0;43.0;;;;66.0;0.0;24;;;;297.0;28.0;;;;3.0;2.0;;;;0.0;0.0;;;;6.0;2.0;;;;90.0;2.0;;;;18.0;5.0;24;;;;8.0;2.0;;;;3177.0;11.0;12:11:56;;;;2.0;1.0;0;;;;;;;;;47.0;1.0;;;;4.0;1.0;;;;28.0;1.0;;;;73.0;1.0;;;;611.0;6.0;ST_9
23;ppm;;;;2.0;1.0;;;;7.0;1.0;;;;248.0;8.0;;;;16.0;1.0;;;;3842.0;18.0;;;;-1.0;1.0;;;;152.0;31.0;;;;62.0;6.0;No;;;;56.0;1.0;;;;21.0;1.0;16/05/2019;;;;14556.0;38.0;;;;2.0;1.0;801305;;;;14567.0;50.0;;;;51.0;16.0;;;Soil;;;;356.0;2.0;;;;-3.0;2.0;;;;14.0;1.0;;;;-91.0;103.0;;;;24.0;2.0;;;;1719.0;210.0;;;;25.0;1.0;;;;-151.0;42.0;;;;69.0;0.0;25;;;;283.0;28.0;;;;2.0;2.0;;;;0.0;0.0;;;;1.0;2.0;;;;93.0;2.0;;;;7.0;5.0;25;;;;7.0;2.0;;;;3205.0;11.0;12:16:17;;;;3.0;1.0;0;;;;;;;;;47.0;1.0;;;;4.0;1.0;;;;28.0;1.0;;;;62.0;1.0;;;;605.0;6.0;ST_10
