; Units;Ag Compound;Ag Compound Error;Ag Compound Level;Ag Concentration;Ag Error 1s;As Compound;As Compound Error;As Compound Level;As Concentration;As Error 1s;Ba Compound;Ba Compound Error;Ba Compound Level;Ba Concentration;Ba Error 1s;Bi Compound;Bi Compound Error;Bi Compound Level;Bi Concentration;Bi Error 1s;Ca Compound;Ca Compound Error;Ca Compound Level;Ca Concentration;Ca Error 1s;Cd Compound;Cd Compound Error;Cd Compound Level;Cd Concentration;Cd Error 1s;Ce Compound;Ce Compound Error;Ce Compound Level;Ce Concentration;Ce Error 1s;Co Compound;Co Compound Error;Co Compound Level;Co Concentration;Co Error 1s;Collimation Status;Cr Compound;Cr Compound Error;Cr Compound Level;Cr Concentration;Cr Error 1s;Cu Compound;Cu Compound Error;Cu Compound Level;Cu Concentration;Cu Error 1s;Date;Fe Compound;Fe Compound Error;Fe Compound Level;Fe Concentration;Fe Error 1s;Hg Compound;Hg Compound Error;Hg Compound Level;Hg Concentration;Hg Error 1s;Instrument Serial Num;K Compound;K Compound Error;K Compound Level;K Concentration;K Error 1s;La Compound;La Compound Error;La Compound Level;La Concentration;La Error 1s;Latitude;Longitude;Method Name;Mn Compound;Mn Compound Error;Mn Compound Level;Mn Concentration;Mn Error 1s;Mo Compound;Mo Compound Error;Mo Compound Level;Mo Concentration;Mo Error 1s;Nb Compound;Nb Compound Error;Nb Compound Level;Nb Concentration;Nb Error 1s;Nd Compound;Nd Compound Error;Nd Compound Level;Nd Concentration;Nd Error 1s;Ni Compound;Ni Compound Error;Ni Compound Level;Ni Concentration;Ni Error 1s;P Compound;P Compound Error;P Compound Level;P Concentration;P Error 1s;Pb Compound;Pb Compound Error;Pb Compound Level;Pb Concentration;Pb Error 1s;Pr Compound;Pr Compound Error;Pr Compound Level;Pr Concentration;Pr Error 1s;Rb Compound;Rb Compound Error;Rb Compound Level;Rb Concentration;Rb Error 1s;Reading #;S Compound;S Compound Error;S Compound Level;S Concentration;S Error 1s;Sb Compound;Sb Compound Error;Sb Compound Level;Sb Concentration;Sb Error 1s;Se Compound;Se Compound Error;Se Compound Level;Se Concentration;Se Error 1s;Sn Compound;Sn Compound Error;Sn Compound Level;Sn Concentration;Sn Error 1s;Sr Compound;Sr Compound Error;Sr Compound Level;Sr Concentration;Sr Error 1s;Ta Compound;Ta Compound Error;Ta Compound Level;Ta Concentration;Ta Error 1s;Test Label;Th Compound;Th Compound Error;Th Compound Level;Th Concentration;Th Error 1s;Ti Compound;Ti Compound Error;Ti Compound Level;Ti Concentration;Ti Error 1s;Time;U Compound;U Compound Error;U Compound Level;U Concentration;U Error 1s;Unnamed: 0;Unnamed: 11;Unnamed: 12;Unnamed: 177;Unnamed: 197;User Factor Name;V Compound;V Compound Error;V Compound Level;V Concentration;V Error 1s;W Compound;W Compound Error;W Compound Level;W Concentration;W Error 1s;Y Compound;Y Compound Error;Y Compound Level;Y Concentration;Y Error 1s;Zn Compound;Zn Compound Error;Zn Compound Level;Zn Concentration;Zn Error 1s;Zr Compound;Zr Compound Error;Zr Compound Level;Zr Concentration;Zr Error 1s;info
1;ppm;;;;0.0;1.0;;;;8.0;1.0;;;;265.0;8.0;;;;11.0;2.0;;;;6239.0;26.0;;;;-2.0;1.0;;;;74.0;31.0;;;;72.0;8.0;No;;;;71.0;1.0;;;;18.0;1.0;17/05/2019;;;;18971.0;49.0;;;;2.0;1.0;801305;;;;16788.0;59.0;;;;60.0;16.0;;;Soil;;;;473.0;2.0;;;;0.0;2.0;;;;11.0;1.0;;;;-169.0;104.0;;;;27.0;2.0;;;;1639.0;248.0;;;;28.0;1.0;;;;-217.0;43.0;;;;71.0;1.0;10;;;;269.0;32.0;;;;5.0;2.0;;;;0.0;0.0;;;;0.0;2.0;;;;80.0;2.0;;;;12.0;5.0;10;;;;8.0;2.0;;;;3477.0;12.0;15:35:26;;;;3.0;1.0;0;;;;;;;;;55.0;1.0;;;;2.0;1.0;;;;29.0;1.0;;;;57.0;1.0;;;;530.0;5.0;AK_2
2;ppm;;;;1.0;1.0;;;;9.0;1.0;;;;253.0;8.0;;;;18.0;1.0;;;;17618.0;52.0;;;;1.0;1.0;;;;64.0;31.0;;;;73.0;7.0;No;;;;75.0;1.0;;;;18.0;1.0;17/05/2019;;;;18834.0;48.0;;;;1.0;1.0;801305;;;;16920.0;58.0;;;;-2.0;16.0;;;Soil;;;;430.0;2.0;;;;-2.0;1.0;;;;13.0;1.0;;;;-373.0;103.0;;;;29.0;2.0;;;;2034.0;308.0;;;;22.0;1.0;;;;-174.0;43.0;;;;69.0;1.0;11;;;;279.0;34.0;;;;2.0;2.0;;;;0.0;0.0;;;;3.0;2.0;;;;110.0;2.0;;;;19.0;5.0;11;;;;7.0;2.0;;;;3402.0;12.0;15:39:30;;;;3.0;1.0;0;;;;;;;;;53.0;1.0;;;;3.0;1.0;;;;32.0;1.0;;;;50.0;1.0;;;;520.0;5.0;AK_3
3;ppm;;;;0.0;1.0;;;;7.0;1.0;;;;226.0;8.0;;;;10.0;2.0;;;;3634.0;18.0;;;;0.0;1.0;;;;177.0;31.0;;;;39.0;6.0;No;;;;67.0;1.0;;;;15.0;1.0;17/05/2019;;;;14109.0;39.0;;;;2.0;1.0;801305;;;;14908.0;53.0;;;;29.0;16.0;;;Soil;;;;586.0;3.0;;;;-1.0;2.0;;;;13.0;1.0;;;;-219.0;103.0;;;;20.0;2.0;;;;1855.0;219.0;;;;26.0;1.0;;;;-105.0;43.0;;;;66.0;1.0;12;;;;255.0;28.0;;;;3.0;2.0;;;;0.0;0.0;;;;2.0;2.0;;;;86.0;2.0;;;;22.0;5.0;12;;;;6.0;2.0;;;;3365.0;11.0;15:44:28;;;;3.0;1.0;0;;;;;;;;;50.0;1.0;;;;2.0;1.0;;;;28.0;1.0;;;;51.0;1.0;;;;595.0;5.0;AK_3
4;ppm;;;;1.0;1.0;;;;7.0;1.0;;;;251.0;8.0;;;;11.0;2.0;;;;4981.0;22.0;;;;1.0;1.0;;;;128.0;32.0;;;;60.0;7.0;No;;;;79.0;1.0;;;;18.0;1.0;17/05/2019;;;;15498.0;42.0;;;;1.0;1.0;801305;;;;15920.0;56.0;;;;32.0;17.0;;;Soil;;;;443.0;2.0;;;;2.0;2.0;;;;14.0;1.0;;;;-324.0;105.0;;;;19.0;2.0;;;;1992.0;234.0;;;;27.0;1.0;;;;-185.0;44.0;;;;69.0;1.0;13;;;;246.0;30.0;;;;2.0;2.0;;;;0.0;0.0;;;;6.0;2.0;;;;86.0;2.0;;;;11.0;5.0;13;;;;10.0;2.0;;;;3502.0;12.0;15:48:08;;;;3.0;1.0;0;;;;;;;;;52.0;1.0;;;;4.0;1.0;;;;25.0;1.0;;;;55.0;1.0;;;;571.0;5.0;AK_5
5;ppm;;;;0.0;1.0;;;;9.0;1.0;;;;256.0;8.0;;;;8.0;2.0;;;;4459.0;21.0;;;;-1.0;1.0;;;;103.0;32.0;;;;64.0;8.0;No;;;;72.0;1.0;;;;21.0;1.0;17/05/2019;;;;19397.0;51.0;;;;1.0;1.0;801305;;;;17002.0;60.0;;;;29.0;17.0;;;Soil;;;;454.0;2.0;;;;0.0;2.0;;;;15.0;1.0;;;;-103.0;106.0;;;;24.0;2.0;;;;2042.0;246.0;;;;23.0;1.0;;;;-197.0;44.0;;;;74.0;1.0;14;;;;290.0;32.0;;;;1.0;2.0;;;;0.0;0.0;;;;4.0;2.0;;;;90.0;2.0;;;;13.0;5.0;14;;;;8.0;2.0;;;;3326.0;12.0;15:52:08;;;;3.0;1.0;0;;;;;;;;;55.0;1.0;;;;3.0;1.0;;;;28.0;1.0;;;;58.0;1.0;;;;545.0;5.0;AK_6
6;ppm;;;;-1.0;1.0;;;;8.0;1.0;;;;257.0;8.0;;;;13.0;2.0;;;;3474.0;18.0;;;;-1.0;1.0;;;;134.0;32.0;;;;51.0;7.0;No;;;;66.0;1.0;;;;21.0;1.0;17/05/2019;;;;14767.0;40.0;;;;1.0;1.0;801305;;;;15532.0;54.0;;;;10.0;16.0;;;Soil;;;;485.0;2.0;;;;-2.0;2.0;;;;14.0;1.0;;;;-290.0;105.0;;;;19.0;2.0;;;;1496.0;216.0;;;;28.0;1.0;;;;-185.0;43.0;;;;70.0;1.0;15;;;;341.0;30.0;;;;2.0;2.0;;;;0.0;0.0;;;;1.0;2.0;;;;85.0;2.0;;;;19.0;5.0;15;;;;6.0;2.0;;;;3322.0;11.0;15:59:01;;;;2.0;1.0;0;;;;;;;;;51.0;1.0;;;;4.0;1.0;;;;26.0;1.0;;;;53.0;1.0;;;;591.0;6.0;AK_7
7;ppm;;;;0.0;1.0;;;;6.0;1.0;;;;202.0;8.0;;;;8.0;1.0;;;;3438.0;18.0;;;;-2.0;1.0;;;;93.0;31.0;;;;34.0;6.0;No;;;;56.0;1.0;;;;14.0;1.0;17/05/2019;;;;12841.0;36.0;;;;1.0;1.0;801305;;;;14157.0;51.0;;;;28.0;16.0;;;Soil;;;;530.0;3.0;;;;-1.0;1.0;;;;11.0;1.0;;;;-267.0;102.0;;;;17.0;2.0;;;;2594.0;224.0;;;;26.0;1.0;;;;-146.0;42.0;;;;58.0;0.0;16;;;;253.0;28.0;;;;1.0;2.0;;;;0.0;0.0;;;;1.0;2.0;;;;73.0;2.0;;;;20.0;5.0;16;;;;8.0;2.0;;;;3132.0;11.0;16:03:09;;;;3.0;1.0;0;;;;;;;;;45.0;1.0;;;;4.0;1.0;;;;22.0;1.0;;;;51.0;1.0;;;;459.0;5.0;AK_8
8;ppm;;;;1.0;1.0;;;;10.0;1.0;;;;272.0;8.0;;;;12.0;2.0;;;;4142.0;21.0;;;;0.0;1.0;;;;102.0;32.0;;;;71.0;8.0;No;;;;83.0;1.0;;;;18.0;1.0;17/05/2019;;;;20842.0;55.0;;;;1.0;1.0;801305;;;;17103.0;60.0;;;;20.0;17.0;;;Soil;;;;479.0;3.0;;;;0.0;2.0;;;;12.0;1.0;;;;-351.0;107.0;;;;25.0;2.0;;;;1446.0;239.0;;;;23.0;1.0;;;;-239.0;44.0;;;;76.0;1.0;17;;;;320.0;33.0;;;;8.0;3.0;;;;0.0;0.0;;;;3.0;2.0;;;;91.0;2.0;;;;16.0;5.0;17;;;;8.0;2.0;;;;3654.0;13.0;16:07:43;;;;4.0;2.0;0;;;;;;;;;62.0;1.0;;;;4.0;1.0;;;;30.0;1.0;;;;58.0;1.0;;;;579.0;6.0;AK_9
9;ppm;;;;1.0;1.0;;;;7.0;1.0;;;;225.0;8.0;;;;11.0;2.0;;;;3548.0;18.0;;;;0.0;1.0;;;;65.0;32.0;;;;33.0;6.0;No;;;;60.0;1.0;;;;12.0;1.0;17/05/2019;;;;13555.0;38.0;;;;2.0;1.0;801305;;;;14919.0;53.0;;;;17.0;16.0;;;Soil;;;;533.0;3.0;;;;0.0;2.0;;;;12.0;1.0;;;;-170.0;104.0;;;;16.0;2.0;;;;2144.0;221.0;;;;25.0;1.0;;;;-155.0;43.0;;;;61.0;0.0;18;;;;274.0;28.0;;;;2.0;2.0;;;;0.0;0.0;;;;4.0;2.0;;;;82.0;2.0;;;;16.0;5.0;18;;;;7.0;2.0;;;;3104.0;11.0;16:13:14;;;;4.0;1.0;0;;;;;;;;;48.0;1.0;;;;4.0;1.0;;;;23.0;1.0;;;;49.0;1.0;;;;530.0;5.0;AK_10
10;ppm;;;;0.0;1.0;;;;9.0;1.0;;;;256.0;8.0;;;;12.0;2.0;;;;4477.0;21.0;;;;-1.0;1.0;;;;84.0;32.0;;;;69.0;8.0;No;;;;71.0;1.0;;;;17.0;1.0;17/05/2019;;;;19390.0;51.0;;;;1.0;1.0;801305;;;;16417.0;57.0;;;;28.0;17.0;;;Soil;;;;419.0;2.0;;;;-3.0;2.0;;;;13.0;1.0;;;;-284.0;106.0;;;;25.0;2.0;;;;1918.0;240.0;;;;28.0;1.0;;;;-180.0;44.0;;;;74.0;1.0;19;;;;228.0;31.0;;;;4.0;2.0;;;;0.0;0.0;;;;8.0;2.0;;;;83.0;2.0;;;;11.0;5.0;19;;;;10.0;2.0;;;;3546.0;12.0;16:17:49;;;;3.0;1.0;0;;;;;;;;;54.0;1.0;;;;6.0;1.0;;;;28.0;1.0;;;;55.0;1.0;;;;569.0;5.0;AK_11
11;ppm;;;;0.0;1.0;;;;9.0;1.0;;;;262.0;8.0;;;;14.0;2.0;;;;4165.0;20.0;;;;1.0;1.0;;;;77.0;32.0;;;;60.0;7.0;No;;;;71.0;1.0;;;;21.0;1.0;17/05/2019;;;;16707.0;45.0;;;;2.0;1.0;801305;;;;16296.0;56.0;;;;10.0;17.0;;;Soil;;;;484.0;2.0;;;;1.0;2.0;;;;15.0;1.0;;;;-386.0;105.0;;;;20.0;2.0;;;;1934.0;229.0;;;;26.0;1.0;;;;-142.0;43.0;;;;73.0;1.0;20;;;;282.0;30.0;;;;1.0;2.0;;;;0.0;0.0;;;;6.0;2.0;;;;91.0;2.0;;;;18.0;5.0;20;;;;8.0;2.0;;;;3453.0;12.0;16:21:44;;;;3.0;1.0;0;;;;;;;;;52.0;1.0;;;;0.0;1.0;;;;25.0;1.0;;;;60.0;1.0;;;;580.0;5.0;AK_12
12;ppm;;;;2.0;1.0;;;;8.0;1.0;;;;267.0;8.0;;;;14.0;2.0;;;;3934.0;20.0;;;;0.0;1.0;;;;90.0;32.0;;;;68.0;7.0;No;;;;64.0;1.0;;;;21.0;1.0;17/05/2019;;;;18085.0;47.0;;;;1.0;1.0;801305;;;;16185.0;56.0;;;;-13.0;17.0;;;Soil;;;;452.0;2.0;;;;-2.0;2.0;;;;12.0;1.0;;;;-280.0;106.0;;;;21.0;2.0;;;;1293.0;222.0;;;;24.0;1.0;;;;-178.0;44.0;;;;73.0;1.0;21;;;;219.0;30.0;;;;3.0;2.0;;;;0.0;0.0;;;;2.0;2.0;;;;86.0;2.0;;;;9.0;5.0;21;;;;12.0;2.0;;;;3411.0;12.0;16:26:03;;;;6.0;2.0;0;;;;;;;;;52.0;1.0;;;;4.0;1.0;;;;31.0;1.0;;;;54.0;1.0;;;;547.0;5.0;AK_13
13;ppm;;;;0.0;1.0;;;;8.0;1.0;;;;249.0;8.0;;;;11.0;2.0;;;;3385.0;18.0;;;;1.0;1.0;;;;110.0;32.0;;;;55.0;7.0;No;;;;72.0;1.0;;;;13.0;1.0;17/05/2019;;;;16136.0;44.0;;;;2.0;1.0;801305;;;;15422.0;55.0;;;;20.0;17.0;;;Soil;;;;512.0;3.0;;;;-3.0;2.0;;;;14.0;1.0;;;;-223.0;106.0;;;;22.0;2.0;;;;1692.0;222.0;;;;27.0;1.0;;;;-181.0;44.0;;;;72.0;1.0;22;;;;218.0;29.0;;;;5.0;2.0;;;;0.0;0.0;;;;2.0;2.0;;;;86.0;2.0;;;;21.0;5.0;22;;;;9.0;2.0;;;;3479.0;12.0;16:29:50;;;;0.0;1.0;0;;;;;;;;;52.0;1.0;;;;3.0;1.0;;;;27.0;1.0;;;;53.0;1.0;;;;614.0;6.0;AK_14
14;ppm;;;;0.0;1.0;;;;7.0;1.0;;;;257.0;8.0;;;;12.0;2.0;;;;3700.0;19.0;;;;0.0;1.0;;;;108.0;31.0;;;;58.0;7.0;No;;;;72.0;1.0;;;;12.0;1.0;17/05/2019;;;;14523.0;40.0;;;;0.0;1.0;801305;;;;15368.0;53.0;;;;37.0;16.0;;;Soil;;;;531.0;3.0;;;;2.0;2.0;;;;12.0;1.0;;;;-285.0;104.0;;;;20.0;2.0;;;;1863.0;219.0;;;;21.0;1.0;;;;-192.0;43.0;;;;70.0;1.0;23;;;;230.0;28.0;;;;1.0;2.0;;;;0.0;0.0;;;;6.0;2.0;;;;90.0;2.0;;;;17.0;5.0;23;;;;7.0;2.0;;;;3323.0;11.0;16:35:04;;;;4.0;1.0;0;;;;;;;;;49.0;1.0;;;;4.0;1.0;;;;27.0;1.0;;;;49.0;1.0;;;;590.0;5.0;AK_15
15;ppm;;;;0.0;1.0;;;;9.0;1.0;;;;253.0;8.0;;;;11.0;2.0;;;;3676.0;19.0;;;;-2.0;1.0;;;;93.0;32.0;;;;45.0;7.0;No;;;;70.0;1.0;;;;17.0;1.0;17/05/2019;;;;16846.0;46.0;;;;1.0;1.0;801305;;;;15542.0;55.0;;;;33.0;17.0;;;Soil;;;;510.0;3.0;;;;4.0;2.0;;;;14.0;1.0;;;;-224.0;107.0;;;;21.0;2.0;;;;1923.0;229.0;;;;25.0;1.0;;;;-224.0;44.0;;;;72.0;1.0;24;;;;252.0;30.0;;;;2.0;3.0;;;;0.0;0.0;;;;2.0;2.0;;;;84.0;2.0;;;;22.0;5.0;24;;;;10.0;2.0;;;;3563.0;12.0;16:39:47;;;;1.0;1.0;0;;;;;;;;;54.0;1.0;;;;3.0;1.0;;;;27.0;1.0;;;;53.0;1.0;;;;589.0;6.0;AK_16
16;ppm;;;;-2.0;1.0;;;;10.0;1.0;;;;247.0;9.0;;;;8.0;2.0;;;;5024.0;23.0;;;;-1.0;1.0;;;;136.0;33.0;;;;70.0;8.0;No;;;;79.0;1.0;;;;17.0;1.0;17/05/2019;;;;20898.0;56.0;;;;1.0;1.0;801305;;;;17080.0;61.0;;;;2.0;17.0;;;Soil;;;;433.0;2.0;;;;1.0;2.0;;;;14.0;1.0;;;;-183.0;108.0;;;;28.0;2.0;;;;1918.0;252.0;;;;25.0;1.0;;;;-126.0;45.0;;;;79.0;1.0;25;;;;241.0;32.0;;;;4.0;3.0;;;;0.0;0.0;;;;7.0;2.0;;;;84.0;2.0;;;;24.0;6.0;25;;;;7.0;2.0;;;;3494.0;12.0;16:44:04;;;;6.0;2.0;0;;;;;;;;;57.0;1.0;;;;4.0;1.0;;;;27.0;1.0;;;;58.0;1.0;;;;576.0;6.0;AK_17
17;ppm;;;;1.0;1.0;;;;9.0;1.0;;;;258.0;9.0;;;;7.0;2.0;;;;4364.0;22.0;;;;-3.0;1.0;;;;138.0;33.0;;;;54.0;8.0;No;;;;77.0;1.0;;;;20.0;1.0;17/05/2019;;;;22126.0;58.0;;;;2.0;1.0;801305;;;;16839.0;60.0;;;;34.0;17.0;;;Soil;;;;439.0;2.0;;;;0.0;2.0;;;;14.0;1.0;;;;-265.0;108.0;;;;31.0;2.0;;;;925.0;237.0;;;;23.0;1.0;;;;-253.0;45.0;;;;79.0;1.0;26;;;;192.0;32.0;;;;-3.0;3.0;;;;0.0;0.0;;;;2.0;2.0;;;;92.0;2.0;;;;26.0;6.0;26;;;;11.0;2.0;;;;3623.0;13.0;16:48:38;;;;1.0;1.0;0;;;;;;;;;56.0;1.0;;;;4.0;1.0;;;;31.0;1.0;;;;52.0;1.0;;;;550.0;5.0;AK_18
18;ppm;;;;1.0;1.0;;;;11.0;1.0;;;;274.0;8.0;;;;10.0;2.0;;;;4858.0;22.0;;;;-1.0;1.0;;;;137.0;32.0;;;;70.0;8.0;No;;;;81.0;1.0;;;;21.0;1.0;17/05/2019;;;;21799.0;57.0;;;;2.0;1.0;801305;;;;17001.0;60.0;;;;43.0;17.0;;;Soil;;;;465.0;2.0;;;;-2.0;2.0;;;;14.0;1.0;;;;-209.0;108.0;;;;30.0;2.0;;;;1668.0;245.0;;;;22.0;1.0;;;;-134.0;44.0;;;;78.0;1.0;27;;;;319.0;33.0;;;;-2.0;3.0;;;;0.0;0.0;;;;2.0;2.0;;;;94.0;2.0;;;;31.0;6.0;27;;;;6.0;2.0;;;;3540.0;12.0;16:52:33;;;;2.0;1.0;0;;;;;;;;;57.0;1.0;;;;4.0;1.0;;;;33.0;1.0;;;;58.0;1.0;;;;570.0;6.0;AK_19
19;ppm;;;;-1.0;1.0;;;;8.0;1.0;;;;261.0;8.0;;;;11.0;2.0;;;;3815.0;19.0;;;;0.0;1.0;;;;125.0;32.0;;;;63.0;7.0;No;;;;77.0;1.0;;;;25.0;1.0;17/05/2019;;;;17752.0;47.0;;;;1.0;1.0;801305;;;;15932.0;55.0;;;;36.0;17.0;;;Soil;;;;459.0;2.0;;;;0.0;2.0;;;;13.0;1.0;;;;-168.0;106.0;;;;24.0;2.0;;;;1990.0;229.0;;;;27.0;1.0;;;;-118.0;44.0;;;;74.0;1.0;28;;;;281.0;30.0;;;;2.0;2.0;;;;0.0;0.0;;;;3.0;2.0;;;;89.0;2.0;;;;22.0;5.0;28;;;;9.0;2.0;;;;3347.0;12.0;17:09:26;;;;3.0;1.0;0;;;;;;;;;53.0;1.0;;;;5.0;1.0;;;;28.0;1.0;;;;57.0;1.0;;;;587.0;6.0;AK_20
20;ppm;;;;2.0;1.0;;;;9.0;1.0;;;;264.0;8.0;;;;11.0;2.0;;;;3815.0;19.0;;;;0.0;1.0;;;;64.0;31.0;;;;54.0;7.0;No;;;;77.0;1.0;;;;14.0;1.0;17/05/2019;;;;16325.0;43.0;;;;2.0;1.0;801305;;;;15952.0;55.0;;;;16.0;16.0;;;Soil;;;;529.0;3.0;;;;-4.0;1.0;;;;13.0;1.0;;;;-388.0;104.0;;;;23.0;2.0;;;;1743.0;223.0;;;;26.0;1.0;;;;-173.0;43.0;;;;71.0;1.0;29;;;;228.0;29.0;;;;-4.0;2.0;;;;0.0;0.0;;;;4.0;2.0;;;;89.0;2.0;;;;16.0;5.0;29;;;;9.0;2.0;;;;3487.0;12.0;17:14:09;;;;4.0;1.0;0;;;;;;;;;54.0;1.0;;;;3.0;1.0;;;;27.0;1.0;;;;55.0;1.0;;;;548.0;5.0;AK_21
21;ppm;;;;0.0;1.0;;;;8.0;1.0;;;;266.0;8.0;;;;13.0;2.0;;;;3702.0;19.0;;;;2.0;1.0;;;;94.0;32.0;;;;73.0;7.0;No;;;;66.0;1.0;;;;15.0;1.0;17/05/2019;;;;16417.0;45.0;;;;1.0;1.0;801305;;;;15560.0;55.0;;;;18.0;17.0;;;Soil;;;;534.0;3.0;;;;-1.0;2.0;;;;13.0;1.0;;;;-252.0;107.0;;;;24.0;2.0;;;;1841.0;226.0;;;;26.0;1.0;;;;-203.0;44.0;;;;72.0;1.0;30;;;;184.0;29.0;;;;2.0;3.0;;;;0.0;0.0;;;;5.0;2.0;;;;92.0;2.0;;;;22.0;5.0;30;;;;10.0;2.0;;;;3503.0;12.0;17:17:59;;;;4.0;2.0;0;;;;;;;;;52.0;1.0;;;;5.0;1.0;;;;28.0;1.0;;;;51.0;1.0;;;;616.0;6.0;AK_22
22;ppm;;;;-1.0;1.0;;;;10.0;1.0;;;;261.0;8.0;;;;10.0;2.0;;;;5096.0;23.0;;;;-4.0;1.0;;;;110.0;32.0;;;;78.0;8.0;No;;;;72.0;1.0;;;;19.0;1.0;17/05/2019;;;;19912.0;53.0;;;;1.0;1.0;801305;;;;16734.0;59.0;;;;32.0;17.0;;;Soil;;;;415.0;2.0;;;;1.0;2.0;;;;14.0;1.0;;;;-154.0;107.0;;;;21.0;2.0;;;;1899.0;246.0;;;;25.0;1.0;;;;-161.0;44.0;;;;75.0;1.0;31;;;;298.0;32.0;;;;4.0;2.0;;;;1.0;0.0;;;;5.0;2.0;;;;89.0;2.0;;;;18.0;5.0;31;;;;10.0;2.0;;;;3193.0;12.0;17:21:51;;;;2.0;1.0;0;;;;;;;;;54.0;1.0;;;;3.0;1.0;;;;26.0;1.0;;;;59.0;1.0;;;;555.0;5.0;AK_23
23;ppm;;;;3.0;1.0;;;;8.0;1.0;;;;252.0;9.0;;;;10.0;2.0;;;;4491.0;21.0;;;;0.0;1.0;;;;88.0;32.0;;;;57.0;7.0;No;;;;60.0;1.0;;;;19.0;1.0;17/05/2019;;;;16541.0;45.0;;;;1.0;1.0;801305;;;;15889.0;56.0;;;;24.0;17.0;;;Soil;;;;455.0;2.0;;;;2.0;2.0;;;;13.0;1.0;;;;-113.0;106.0;;;;24.0;2.0;;;;1498.0;227.0;;;;28.0;1.0;;;;-233.0;44.0;;;;72.0;1.0;32;;;;259.0;30.0;;;;2.0;3.0;;;;0.0;0.0;;;;3.0;2.0;;;;90.0;2.0;;;;15.0;5.0;32;;;;10.0;2.0;;;;3408.0;12.0;17:25:38;;;;1.0;1.0;0;;;;;;;;;51.0;1.0;;;;3.0;1.0;;;;26.0;1.0;;;;58.0;1.0;;;;564.0;6.0;AK_24
24;ppm;;;;0.0;1.0;;;;9.0;1.0;;;;288.0;9.0;;;;11.0;2.0;;;;4992.0;22.0;;;;-1.0;1.0;;;;55.0;33.0;;;;69.0;8.0;No;;;;64.0;1.0;;;;20.0;1.0;17/05/2019;;;;19782.0;52.0;;;;2.0;1.0;801305;;;;16788.0;58.0;;;;35.0;17.0;;;Soil;;;;459.0;2.0;;;;-2.0;2.0;;;;13.0;1.0;;;;-340.0;108.0;;;;26.0;2.0;;;;1662.0;238.0;;;;26.0;1.0;;;;-197.0;44.0;;;;75.0;1.0;33;;;;244.0;31.0;;;;3.0;3.0;;;;0.0;0.0;;;;5.0;2.0;;;;93.0;2.0;;;;26.0;6.0;33;;;;11.0;2.0;;;;3422.0;12.0;17:29:35;;;;2.0;1.0;0;;;;;;;;;56.0;1.0;;;;3.0;1.0;;;;31.0;1.0;;;;60.0;1.0;;;;590.0;6.0;AK_25
25;ppm;;;;1.0;1.0;;;;9.0;1.0;;;;256.0;9.0;;;;7.0;2.0;;;;4836.0;22.0;;;;2.0;1.0;;;;96.0;33.0;;;;55.0;8.0;No;;;;63.0;1.0;;;;18.0;1.0;17/05/2019;;;;17817.0;48.0;;;;1.0;1.0;801305;;;;16494.0;58.0;;;;-15.0;17.0;;;Soil;;;;517.0;3.0;;;;0.0;2.0;;;;13.0;1.0;;;;-221.0;109.0;;;;22.0;2.0;;;;1916.0;241.0;;;;30.0;1.0;;;;-237.0;45.0;;;;74.0;1.0;34;;;;259.0;31.0;;;;7.0;3.0;;;;0.0;0.0;;;;1.0;2.0;;;;90.0;2.0;;;;12.0;5.0;34;;;;6.0;2.0;;;;3516.0;12.0;17:33:28;;;;1.0;1.0;0;;;;;;;;;53.0;1.0;;;;4.0;1.0;;;;29.0;1.0;;;;58.0;1.0;;;;576.0;6.0;AK_26
26;ppm;;;;-1.0;1.0;;;;8.0;1.0;;;;268.0;9.0;;;;5.0;2.0;;;;3835.0;19.0;;;;-3.0;1.0;;;;107.0;33.0;;;;58.0;7.0;No;;;;73.0;1.0;;;;17.0;1.0;17/05/2019;;;;15996.0;44.0;;;;1.0;1.0;801305;;;;15680.0;56.0;;;;23.0;17.0;;;Soil;;;;501.0;3.0;;;;-2.0;2.0;;;;14.0;1.0;;;;-169.0;108.0;;;;17.0;2.0;;;;1815.0;227.0;;;;25.0;1.0;;;;-231.0;45.0;;;;71.0;1.0;35;;;;221.0;29.0;;;;3.0;3.0;;;;0.0;0.0;;;;5.0;2.0;;;;90.0;2.0;;;;17.0;5.0;35;;;;7.0;2.0;;;;3455.0;12.0;17:37:26;;;;4.0;2.0;0;;;;;;;;;50.0;1.0;;;;5.0;1.0;;;;28.0;1.0;;;;54.0;1.0;;;;609.0;6.0;AK_27
